627789,-1847.469,-640.134,47853.21,209.2207,12656.65,15702.97
627790,-620.3742,-1051.298,76543.72,527.3178,9503.843,2080.274
627791,-438.7791,-544.1763,86509.94,655.9269,7745.466,-2679.393
627792,-488.5676,-477.8492,94170.16,751.7614,6415.855,-6446.235
627793,-315.5396,-129.9276,103131.9,516.8686,5347.145,-10751.78
627794,764.5223,17.59362,123938,67.41331,4845.482,-20562.88
627795,-1382.662,-26.10089,58486.4,45.01926,2004.427,10682.79
627796,-864.7574,-86.33588,66067.91,51.33371,6535.832,7030.917
627797,-276.0209,-358.0234,78312.67,150.9831,6156.52,1142.162
627798,88.10341,-218.9071,86710.02,250.9222,5119.065,-2894.544
627799,425.4016,-166.4659,94369.95,188.0141,3768.26,-6597.448
627800,988.3674,-84.34563,102675.9,137.3546,1650.562,-10563.8
627801,-1230.034,10.86984,65493.36,-19.58017,724.7549,7248.695
627802,-792.0995,0.770051,67104.96,-6.676595,2637.25,6430.082
627803,-249.7271,46.92101,72992.73,2.611386,3990.883,3603.009
627804,212.15,-80.93422,80088.63,3.690944,3745.126,161.7104
627805,673.1361,-46.06979,86385.23,15.77067,2751.041,-2875.47
627806,1170.545,-43.29151,92115.23,11.56709,1115.277,-5641.433
627807,-1168.692,1.422596,68537.84,-20.77946,327.6454,5677.674
627808,-737.4171,-2.09348,69041.53,-33.03344,1212.481,5384.85
627809,-238.4624,1.291496,71600.39,-20.41836,2075.882,4126.72
627810,260.5027,52.81124,75832.57,-15.60973,2382.071,2079.191
627811,689.4898,-5.01712,80406.25,-34.6144,1903.344,-159.1436
627812,1126.962,-5.812859,84557.68,-18.59229,788.6521,-2186.896
627813,-1126.439,0.477993,69921,-15.16031,162.3789,4895.448
627814,-706.285,-6.397512,70154.65,-32.16795,599.2066,4727.378
627815,-239.1065,-10.13709,71384.48,-31.90651,1069.815,4093.723
627816,243.3733,-8.379195,73655.16,-13.6684,1336.962,2968.051
627817,685.4398,23.4086,76515.3,-4.406817,1182.772,1558.938
627818,1042.487,-0.668068,79252.78,-6.22052,520.1941,184.8666
627819,-1094.661,0.261926,70525.73,-11.16848,84.17801,4482.326
627820,-683.6744,-3.299453,70676.85,-26.23064,308.0271,4351.045
627821,-241.7857,-9.978738,71326.69,-30.75862,556.7585,3987.167
627822,216.8821,-12.51649,72552.86,-19.02115,720.9965,3352.359
627823,656.9958,-13.13355,74192.35,2.469218,670.509,2517.673
627824,1021.804,2.211223,75850.01,11.61646,310.4408,1663.172
627825,-1067.869,0.217006,70744.68,-9.445426,45.07884,4252.361
627826,-664.3141,-1.33581,70861.74,-22.21761,162.5373,4134.901
627827,-240.4998,-4.695015,71235.68,-28.11696,293.3553,3898.254
627828,197.9273,-8.596501,71917.63,-22.25202,384.1129,3517.318
627829,631.2701,-8.100747,72843.54,-6.04931,364.8265,3019.832
627830,1028.282,-7.83991,73804.71,8.848151,172.4486,2498.958
627831,-1042.908,0.100523,70767.28,-8.81899,24.99142,4115.953
627832,-646.6891,-0.463661,70864.49,-20.43791,88.05537,4005.398
627833,-235.9211,-1.965967,71097.24,-26.37856,157.078,3832.541
