1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0.5,6.42416E-06,1.56718E-05,-6.33E-07,-3.54668E-05,1.42226E-05,4.30715E-06
3,0,0,0,1,1.97093E-05,4.84615E-05,-1.25E-06,-6.91608E-05,2.77343E-05,8.50525E-06
4,0,0,0,1.5,3.95044E-05,9.74941E-05,-1.85E-06,-0.000101128,4.05533E-05,1.25943E-05
5,0,0,0,2,6.54679E-05,0.000161917,-2.44E-06,-0.000131412,5.26979E-05,1.65743E-05
6,0,0,0,2.5,9.72669E-05,0.000240902,-3.01E-06,-0.000160061,6.41862E-05,2.04453E-05
7,0,0,0,3,0.000134578,0.00033364,-3.56E-06,-0.000187118,7.50366E-05,2.42072E-05
8,0,0,0,3.5,0.000177087,0.000439349,-4.10E-06,-0.00021263,8.52672E-05,2.78601E-05
9,0,0,0,4,0.000224488,0.000557266,-4.62E-06,-0.000236642,9.48963E-05,0.000031404
10,0,0,0,4.5,0.000276485,0.000686653,-5.12E-06,-0.0002592,0.000103942,3.48388E-05
11,0,0,0,5,0.000332791,0.000826795,-5.61E-06,-0.000280348,0.000112423,3.81646E-05
12,0,0,0,5.5,0.000393128,0.000976997,-6.0852E-06,-0.000300132,0.000120357,4.13813E-05
13,0,0,0,6,0.000457227,0.00113659,-6.5422E-06,-0.000318599,0.000127762,0.000044489
14,0,0,0,6.5,0.000524829,0.00130493,-6.98E-06,-0.000335792,0.000134657,4.74876E-05
15,0,0,0,7,0.000595683,0.00148138,-7.41E-06,-0.000351759,0.000141059,5.03772E-05
16,0,0,0,7.5,0.000669546,0.00166535,-7.82E-06,-0.000366543,0.000146988,5.31578E-05
17,0,0,0,8,0.000746188,0.00185625,-8.21E-06,-0.000380191,0.000152461,5.58293E-05
18,0,0,0,8.5,0.000825384,0.00205354,-8.59E-06,-0.000392748,0.000157497,5.83918E-05
19,0,0,0,9,0.00090692,0.00225666,-8.95E-06,-0.00040426,0.000162113,6.08452E-05
20,0,0,0,9.5,0.000990592,0.00246513,-9.29E-06,-0.000414772,0.000166328,6.31896E-05
21,0,0,0,10,0.0010762,0.00267843,-9.62E-06,-0.000424329,0.000170161,0.000065425
22,0,0,0,10.5,0.00116357,0.00289612,-9.93E-06,-0.000432977,0.000173629,6.75513E-05
23,0,0,0,11,0.0012525,0.00311774,-1.02302E-05,-0.000440761,0.00017675,6.95686E-05
24,0,0,0,11.5,0.00134285,0.00334288,-1.05108E-05,-0.000447727,0.000179544,7.14768E-05
25,0,0,0,12,0.00143444,0.00357113,-1.07754E-05,-0.00045392,0.000182027,0.000073276
26,0,0,0,12.5,0.00152713,0.00380213,-1.10239E-05,-0.000459386,0.000184219,7.49661E-05
27,0,0,0,13,0.00162077,0.00403552,-1.12564E-05,-0.000464171,0.000186138,7.65472E-05
28,0,0,0,13.5,0.00171523,0.00427096,-1.14729E-05,-0.000468318,0.000187801,7.80193E-05
29,0,0,0,14,0.0018104,0.00450817,-1.16733E-05,-0.000471875,0.000189227,7.93823E-05
30,0,0,0,14.5,0.00190615,0.00474684,-1.18577E-05,-0.000474887,0.000190435,8.06363E-05
31,0,0,0,15,0.00200238,0.00498672,-1.20261E-05,-0.000477398,0.000191442,8.17812E-05
32,0,0,0,15.5,0.002099,0.00522757,-1.21784E-05,-0.000479455,0.000192267,8.28171E-05
33,0,0,0,16,0.00219591,0.00546917,-1.23147E-05,-0.000481103,0.000192928,0.000083744
34,0,0,0,16.5,0.00229305,0.00571134,-0.000012435,-0.000482387,0.000193443,8.45618E-05
35,0,0,0,17,0.00239034,0.00595389,-1.25392E-05,-0.000483353,0.00019383,8.52706E-05
36,0,0,0,17.5,0.00248773,0.00619669,-1.26274E-05,-0.000484046,0.000194108,8.58703E-05
37,0,0,0,18,0.00258515,0.0064396,-1.26996E-05,-0.000484512,0.000194295,0.000086361
38,0,0,0,18.5,0.00268258,0.00668253,-1.27557E-05,-0.000484796,0.000194409,8.67426E-05
39,0,0,0,19,0.00277998,0.0069254,-1.27958E-05,-0.000484944,0.000194468,8.70152E-05
40,0,0,0,19.5,0.00287733,0.00716814,-1.28198E-05,-0.000485001,0.000194491,8.71788E-05
41,0,0,0,20,0.00297462,0.00741073,-1.28278E-05,-0.000485012,0.000194495,8.72333E-05
