0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-3.943594346199363875e-06,1.222604920432835167e-04,-9.620875077038310225e-06,-3.527328123761772571e-04,-1.002548369695806470e-05,2.180832335037888658e-06
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.280878977999633220e-05,4.186146273083149807e-04,-1.924175015407661706e-05,-6.963745728869918982e-04,-1.968640435039042120e-05,4.361664670075777316e-06
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000222e+00,-2.641330477962806190e-05,8.845168798624131927e-04,-2.886262523111492390e-05,-1.030925281532443869e-03,-2.898276196029707120e-05,6.542497005113666397e-06
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-4.457485782333167260e-05,1.515421723772896086e-03,-3.848350030815322735e-05,-1.356384938312532899e-03,-3.791455652667799606e-05,8.723329340151554631e-06
5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,-6.711116738934433054e-05,2.306783633107083436e-03,-4.810437538519153080e-05,-1.672753543227258879e-03,-4.648178804953321272e-05,1.090416167518944371e-05
6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000444e+00,-9.383995195590319179e-05,3.254057081932294586e-03,-5.772525046222984102e-05,-1.980031096276622243e-03,-5.468445652886272796e-05,1.308499401022733449e-05
7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000444e+00,-1.245789300012453379e-04,4.352696544315846384e-03,-6.734612553926815125e-05,-2.278217597460621257e-03,-6.252256196466651468e-05,1.526582634526522188e-05
8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-1.591458200036078977e-04,5.598156494325054813e-03,-7.696700061630646825e-05,-2.567313046779257438e-03,-6.999610435694459320e-05,1.744665868030310926e-05
9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+00,-1.973583404412281223e-04,6.985891406027243226e-03,-8.658787569334475815e-05,-2.847317444232531219e-03,-7.710508370569697030e-05,1.962749101534100004e-05
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-2.390342097923430864e-04,8.511355753489725437e-03,-9.620875077038303449e-05,-3.118230789820441301e-03,-8.384950001092361888e-05,2.180832335037889081e-05
1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+00,-2.839911465351899460e-04,1.017000401077982306e-02,-1.058296258474213244e-04,-3.380053083542988984e-03,-9.022935327262453893e-05,2.398915568541678498e-05
1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000888e+00,-3.320468691480059657e-04,1.195729065196485599e-02,-1.154505009244596414e-04,-3.632784325400173833e-03,-9.624464349079978466e-05,2.616998802045467236e-05
1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,-3.830190961090280304e-04,1.386867015111213630e-02,-1.250713760014979042e-04,-3.876424515391993248e-03,-1.018953706654492748e-04,2.835082035549255298e-05
